,content,date,like,tags,name,overlap,place
43,"#전주_프랭크스튜디오전주 객리단길에 위치하고있는 깔끔한 우드인테리어의 감성적인 독채숙소 '프랭크스튜디오''프랭크스튜디오'는 건물의 3층에 위치하고 있는 곳으로, 숙소의 반은 테라스, 반은 독채로 사용할 수 있는 아늑하고 평화로운 곳입니다. 깔끔하고 따뜻한 느낌의 우드인테리어의 공간에서 여유로운 휴식을 취할 수 있습니다. 3층을 단독으로 사용할 수 있기 때문에, 더 프라이빗하게 이용이 가능하고, 안전한 곳입니다. 낮이면 채광이 들어오는 따뜻한 분위기를, 밤이 되면 어둡지만 아늑한 분위기에서 휴식을 취하기 좋은 공간입니다. 1층에는 프랭크커피바라는 카페를 운영하고 있고, 5분 거리에 객리단길의 맛집과 카페, 편의점까지 위치하고 있어 접근성이 좋은 숙소입니다. 객리단길에 위치하고 있는 아늑하고 따뜻한 감성숙소 ————————————————프랭크스튜디오위치: 전주 객리단길 골목에 위치 (정확한 위치는 예약 완료 후 표시)체크인 : 15:00체크아웃: 11:00가격 : 130,000원 (8월 2인기준 / 에어비앤비 수수료 제외가격)숙소문의: @frankstudio2021기타: 3층 독채사용—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷전주로 떠날 계획이라면 #감성비앤비_전주사진출처: @frankstudio2021#홍보 #전주숙소 #전주숙소추천 #전주독채펜션 #전주감성숙소 #전주신상숙소 #전주커플숙소 #전주가족숙소 #객리단길숙소 #객리단길카페 #전주독채숙소 #전주한옥마을 #전주한옥마을숙소 #프랭크스튜디오",2021-07-19,379,"['#전주_프랭크스튜디오전주', '#감성비앤비🏷전주로', '#감성비앤비_전주사진출처:', '#홍보', '#전주숙소', '#전주숙소추천', '#전주독채펜션', '#전주감성숙소', '#전주신상숙소', '#전주커플숙소', '#전주가족숙소', '#객리단길숙소', '#객리단길카페', '#전주독채숙소', '#전주한옥마을', '#전주한옥마을숙소', '#프랭크스튜디오']",프랭크스튜디오,1,
44,"#부산_플라쥬부산 해운대구 송정동에 위치한 신상 독채 에어비앤비 '플라쥬'화이트톤 신축 건물의 2층 23평을 오롯이 한 팀만이 머무실 수 있는 독채 숙소입니다. 송정해수욕장까지 도보 10분거리에 위치하여 접근성이 좋습니다.현관문을 열면 천장이 유리로 덮혀 따뜻한 햇살이 가득하며 예쁜 송정 하늘을 마음껏 바라보실 수 있는 중정이 있으며, 중정을 통유리로 둘러싼 거실과 주방, 침실, 욕실로 구성되어 있습니다.욕실에는 1.5평 정도의 매립욕조가 있어 빛에 따라 달라지는 중정의 느낌과 중정에서 불어오는 바람을 느끼며 몸과 마음의 피로를 풀며 여유로운 시간을 보내실 수 있으며, 러쉬와 라부르켓 어메니티가 준비되어 있습니다.거실에 있는 빔프로젝터와 제네바 오디오를 자유롭게 이용하실 수 있으며 주방에는 일리 커피 캡슐과 기본적인 식기류가 준비되어있어 편안한 여행을 즐기실 수 있습니다.옥상에도 콘크리트테이블과 조명이 설치되어있어 날씨 좋고 선선한 시간대에 이용하시면 소소한 행복을 느끼실 수 있습니다.쾌적하게 여유를 즐길 수 있는 신상 에어비앤비————————————————플라쥬위치: 부산 해운대구 송정중앙로9번길 24-9 2층체크인: 15:00체크아웃: 11:00가격: 250000원 (일자별상이)숙소문의: @plage__stay—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷부산으로 떠날 계획이라면 #감성비앤비_부산사진출처: @plage__stay#홍보 #부산숙소 #해운대숙소 #송정숙소 #송정해수욕장 #송정해수욕장숙소 #부산감성숙소 #부산펜션 #부산펜션추천 #송정펜션 #송정해수욕장펜션추천 #부산신상숙소 #신상숙소 #감성숙소 #감성숙소추천 #에어비앤비 #해운대감성숙소 #부산에어비앤비 #해운대에어비앤비 #송정에어비앤비 #플라쥬",2021-07-17,475,"['#부산_플라쥬부산', '#감성비앤비🏷부산으로', '#감성비앤비_부산사진출처:', '#홍보', '#부산숙소', '#해운대숙소', '#송정숙소', '#송정해수욕장', '#송정해수욕장숙소', '#부산감성숙소', '#부산펜션', '#부산펜션추천', '#송정펜션', '#송정해수욕장펜션추천', '#부산신상숙소', '#신상숙소', '#감성숙소', '#감성숙소추천', '#에어비앤비', '#해운대감성숙소', '#부산에어비앤비', '#해운대에어비앤비', '#송정에어비앤비', '#플라쥬']",플라쥬,1,
45,"#남해_베이클럽경남 남해에 위치한 프라이빗한 풀빌라 리조트 '베이클럽'고요하고 잔잔하게 흘러가는 남해의 숨은 보석같은 공간으로, 푸른 남해 바다와 초록초록한 나무들로 둘러싸여 그림같은 뷰가 펼쳐진 곳입니다. 고급스럽고 감각적인 건축물과 인테리어로 특별함을 더해주며 호텔급 최상의 서비스를 제공하는 곳입니다.총 8개의 객실이 있으며, 클럽 스위트 객실을 제외한 전 객실 개별 수영장이 마련되어있어 프라이빗하게 물놀이를 즐기실 수 있습니다. 스위트룸의 개별 수영장은 무려 10m 길이입니다. 탁 트인 뷰를 보며 스파를 하실 수 있는 욕조와 개별테라스 등 머무르시는동안 편안하면서 환상적인 시간을 보낼 수 있는 매력적인 곳입니다.하늘과 바다와 맞닿은 듯한 인피니티풀 스타일의 공용 야외수영장에서 계절마다, 시간대마다 변하는 자연의 모습과 그 분위기를 오롯이 느끼실 수 있으며, 바라만봐도 마음이 평온해지는 풍경을 보며 조식을 드실 수 있는 라운지 겸 카페도 있습니다.영화 속 한 장면처럼 통유리로 된 피트니스센터에서 탁 트인 뷰를 바라보며 운동을 하시거나 여유롭게 리조트 한바퀴 산책하시기도 좋습니다. 사랑하는 사람과 오붓한 시간을 보내기에 정말 좋은 낭만적인 공간입니다 :)프라이빗하게 멋진 뷰 속에서 힐링할 수 있는 곳————————————————베이클럽위치: 경상남도 남해군 창선면 흥선로 447-42체크인: 15:00체크아웃: 10:30가격: 객실별 상이, 홈페이지 참고숙소문의: @bayclub.kr—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷남해로 떠날 계획이라면 #감성비앤비_남해사진출처: @the_hyojin @xoxo_jibhn @joo0000000 @nuri0964 @merry_rimmm @kylasoohyun @__bong.j.e#홍보 #남해숙소 #남해감성숙소 #남해풀빌라 #남해풀빌라추천 #남해숙소추천 #오션뷰숙소 #오션뷰맛집 #오션뷰풀빌라 #남해오션뷰 #남해리조트 #남해가족여행 #국내풀빌라 #풀빌라숙소 #프라이빗풀빌라 #남해여행 #남해핫플 #남해여행코스 #베이클럽풀빌라",2021-07-10,665,"['#남해_베이클럽경남', '#감성비앤비🏷남해로', '#감성비앤비_남해사진출처:', '#홍보', '#남해숙소', '#남해감성숙소', '#남해풀빌라', '#남해풀빌라추천', '#남해숙소추천', '#오션뷰숙소', '#오션뷰맛집', '#오션뷰풀빌라', '#남해오션뷰', '#남해리조트', '#남해가족여행', '#국내풀빌라', '#풀빌라숙소', '#프라이빗풀빌라', '#남해여행', '#남해핫플', '#남해여행코스', '#베이클럽풀빌라']",베이클럽,1,
46,"#경주_오릉도원경주의 남산자락 너른 들판에 위치하고있는 감성적인 한옥숙소 '오릉도원''오릉도원'은 작은채와 큰채 두채의 한옥으로 구성되어있는 아름다운 독채숙소입니다. 두채의 가운데 화단에 나무가 심겨있어 각 객실에서 쓸 수 있는 공간이 분리되어있습니다. 작은채는 2~4인 기준으로, 실내 17평과 마당 약 100평을 단독으로 사용가능한 공간입니다. 세 칸의 방으로 이루어져있고, 부엌겸 차실, 침실 두개가 있습니다. 한 쪽 침실에는 히노끼탕이 있어 한옥의 고즈넉함을 즐김과 동시에 히노끼탕에서 여유도 느끼실 수 있습니다. 창 밖으로는 푸른 논밭이 보여 보기만해도 힐링되는 뷰를 보실 수 있습니다. 큰 채는 4~6인 기준으로, 실내 33평과 마당 약 100평을 단독으로 사용가능한 공간입니다. 부엌,차실과 침실, 히노끼탕, 샤워실로 구성되어있으며, 큰 채에서도 창문 밖으로 푸른 뷰를 보실 수 있습니다. 채광이 잘 들어오는 낮에는 따뜻한 느낌의 한옥감성을 느낄 수 있는 곳이고, 밤이면 등불에 의해 더 이뻐지는 공간입니다. 무엇보다 객실뿐만아니라 마당 전체를 단독으로 사용가능해서, 커플 뿐만아니라 가족단위로 오셔서 여유를 가득 느껴보시는 걸 추천드립니다 :) 경주 ic 입구에서 차로 5분거리에 위치해있고, 황리단길과 교동도 5분거리에 있어 관광지와의 접근성도 좋은편입니다. 고즈넉한 감성과, 천천히 흘러가는 여유를 느낄 수 있는 곳 📍숙소 예약은 DM과 문자로 받고있습니다- 문자 : 010-4718-2412- DM : @oneung_dowon ————————————————오릉도원위치: 경주시 탑동 745-1 체크인 : 16:00체크아웃: 12:00가격 : 340,000(비수기 작은채 2인 기준)숙소문의: @oneung_dowon 기타: 이솝어메니티—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷경주로 떠날 계획이라면 #감성비앤비_경주사진출처: @my._.pang @_daheeee_ @sowonee_ @koontaro #홍보 #경주숙소 #신상숙소 #경주감성숙소 #경주숙소추천 #경주한옥숙소 #한옥숙소 #한옥숙소추천 #경주한옥펜션 #한옥펜션추천 #황리단길 #경주황리단길 #경주여행 #오릉도원 #경주오릉도원",2021-07-07,2120,"['#경주_오릉도원경주의', '#감성비앤비🏷경주로', '#감성비앤비_경주사진출처:', '#홍보', '#경주숙소', '#신상숙소', '#경주감성숙소', '#경주숙소추천', '#경주한옥숙소', '#한옥숙소', '#한옥숙소추천', '#경주한옥펜션', '#한옥펜션추천', '#황리단길', '#경주황리단길', '#경주여행', '#오릉도원', '#경주오릉도원']",오릉도원,1,경상북도 경주시 남간안길 11-9
47,"#여수_pitapat여수에 위치하고있는 신상 에어비앤비 숙소 'pitapat''두근두근'이라는 뜻의 숙소 이름처럼 여수여행의 설렘을 더해주는 공간으로 포근하고 따스함이 느껴지는 공간입니다.초록초록한 뷰, 따뜻한 조명과 어우러지는 인테리어가 정말 예쁜 곳으로, 사장님의 센스와 손길이 닿아 아기자기한 소품들과 다양한 색감들로 가득 채워져 더욱 매력적인 곳입니다.아파트 독채 사용으로 객실 2개, 침실 2개, 욕실, 부엌, 다이닝룸으로 구성되어있습니다.간단한 취사가 가능하고 음식을 예쁘게 플레이팅하여 다이닝룸에서 도란도란 이야기나누며 즐기실 수 있으며, 침실에는 빔프로젝터와 TV 모두 시청가능하시며 넷플릭스도 이용하실 수 있습니다.친구들 또는 연인과 함께 낭만 가득한 여수에서 편안하면서 특별한 하루를 보내실 수 있는 곳입니다.여수 케이블카와 해양공원, 낭만포차거리 등 유명 관광지가 차로 10분 이내에 위치해있어 여행하시기 정말 좋습니다.숙소에서도 설렐 수 있는 따뜻하고 예쁜 선물이 되어줄 곳————————————————pitapat위치: 전라남도 여수시 돌산읍체크인: 16:00체크아웃: 11:00가격: 130000원 (비성수기 기준)숙소문의: @pitapat_house—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷여수로 떠날 계획이라면 #감성비앤비_여수사진출처: @pitapat_house#홍보 #여수에어비앤비 #여수숙소 #여수숙소추천 #에어비앤비 #에어비앤비추천 #여수감성숙소 #여수감성숙소추천 #여수에어비앤비추천 #여수여행 #여수핫플 #여수 #감성숙소 #감성숙소추천 #pitapat",2021-06-30,415,"['#여수_pitapat여수에', '#감성비앤비🏷여수로', '#감성비앤비_여수사진출처:', '#홍보', '#여수에어비앤비', '#여수숙소', '#여수숙소추천', '#에어비앤비', '#에어비앤비추천', '#여수감성숙소', '#여수감성숙소추천', '#여수에어비앤비추천', '#여수여행', '#여수핫플', '#여수', '#감성숙소', '#감성숙소추천', '#pitapat']",두근두근,1,
48,"#포항_나들집경북 포항에 위치하고있는 심야식당 컨셉의 독채숙소 '나들집' '나들집'은 일본인 가옥거리와 구룡포가 한 눈에 내려다보이는 곳에 위치해있으며, 심야식당 컨셉의 주방과 노천탕을 지니고 있습니다. 쉽게 볼 수 없는 주방구조가 매력적인 곳으로, 종류별로 구비된 다양한 식기들과 함께 창 밖의 동해바다를 바라보며 요리를 할 수 있고, 'ㄷ'자 형태로 둘러앉아 소중한 사람들과 함께 얘기를 나누며 식사할 수 있도록 되어있습니다. 별채 건물에 위치한 노천탕에서는 입욕제와 함께 노천을 즐기며 여유로운 시간을 즐길 수 있습니다. 집 안 곳곳에서 적산가옥에서 느낄법함 일본풍의 세련된 우드감성과 편안함을 동시에 느낄 수 있습니다. 심야식당 주방과 노천탕을 한 번에 즐길 수 있는 곳 ————————————————나들집위치: 구룡포 일본인가옥거리 위쪽, 동백이 계단과 도보1분거리체크인 : 14:00 체크아웃: 10:30가격 : 290,000원 (비수기 평일 2인기준)숙소문의: @nd.zip기타: 노천탕 이용가능—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷포항으로 떠날 계획이라면 #감성비앤비_포항사진출처: @nd.zip#홍보 #신상숙소 #포항숙소 #포항신상숙소 #감성숙소 #감성숙소추천 #가족여행 #가족숙소 #커플숙소 #자쿠지숙소 #포항여행 #구룡포 #구룡포여행 #포항감성숙소 #모포집 #나들집",2021-06-27,719,"['#포항_나들집경북', '#감성비앤비🏷포항으로', '#감성비앤비_포항사진출처:', '#홍보', '#신상숙소', '#포항숙소', '#포항신상숙소', '#감성숙소', '#감성숙소추천', '#가족여행', '#가족숙소', '#커플숙소', '#자쿠지숙소', '#포항여행', '#구룡포', '#구룡포여행', '#포항감성숙소', '#모포집', '#나들집']",나들집,1,
49,"#부산_작은zip부산 해운대에 위치한 앤틱한 에어비앤비 '작은zip'건물의 3~5층을 모두 사용할 수 있는 곳으로 1층에 '카페고물상' 이라는 카페와 2층엔 편집샵이 함께 운영되고 있는 곳입니다. 입구부터 앤틱하고 빈티지한 감성이 묻어나는 곳으로 화이트와 우드톤 인테리어와 오래된 빈티지 소품들로 채워져 감성을 더해주는 따뜻한 공간입니다.3층에는 큰 테이블이 있어 맛있는 음식을 먹고 수다떨 수 있는 다이닝룸과 감성가득한 주방, 작은 욕실과 침실이 있으며, 4층에는 침대가 있는 침실과 큰 원형테이블, 메인 욕실이 있으며, 꼭대기층은 채광 좋은 유럽 다락방같은 분위기로 푹신한 쇼파에 앉아 테라스를 보며 힐링하실 수 있는 공간으로 준비되어있습니다.머무르시는 내내 편안하게 휴식하실 수 있는 예쁜 공간입니다.유럽 여행 중 만난 민박집 같은 인테리어로 설렐 수 있는 곳————————————————작은zip위치: 부산 해운대구 좌동로63번길 15 3층체크인: 16:00체크아웃: 12:00가격: 약 250000원 (일자별 상이)숙소문의: @zac_en_zip—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷부산으로 떠날 계획이라면 #감성비앤비_부산사진출처: @6xxnnk @h_y2_ @_sohyun2 @i.jini_ @iam_kwonda @lovelyju11#부산숙소 #부산숙소추천 #부산감성숙소 #부산감성숙소추천 #부산에어비앤비 #해운대숙소 #해운대에어비앤비 #부산에어비앤비추천 #감성숙소 #감성숙소추천 #작은zip",2021-06-24,378,"['#부산_작은zip부산', '#감성비앤비🏷부산으로', '#감성비앤비_부산사진출처:', '#부산숙소', '#부산숙소추천', '#부산감성숙소', '#부산감성숙소추천', '#부산에어비앤비', '#해운대숙소', '#해운대에어비앤비', '#부산에어비앤비추천', '#감성숙소', '#감성숙소추천', '#작은zip']",카페고물상,1,
50,"#밀양_달하우스경남 밀양에 위치하고있는 조용한 시골마을이 내려다보이는 '달하우스' '달하우스'는 꼬불꼬불한 길을 올라가면 정 많으신 호스트님이 직접 맞이해주시는 시골냄새 가득한 황토군불집입니다! 네모난 창으로 마을모습을 내려다볼 수 있으며 시간이 멈춘 것 같은 하루를 보내실 수 있는 곳입니다. 옛 감성이 가득한 공간으로, tv 없이 느긋한 순간을 즐길 수 있습니다. 돌판삼겹살도 구워먹을 수 있어서 시골집 감성을 가득 느낄 수 있는 곳입니다. 아무것도 하지 않아도 산과 나무와 바람소리를 들으며 힐링을 원하시는 분들께 추천해드립니다 :) 📍2층 : 달하우스 ,1층 : 구름자리로 같은 호스트님이 운영하고 계십니다. 돌판삼겹살은 2층 달하우스 예약손님만 이용가능합니다. 📍예약이 매우 어려운 곳으로 오픈하시자마자 예약하시는 걸 추천드립니나.————————————————달하우스위치 : 경남 밀양시 산외면 엄광4길 132체크인 : 15:00 체크아웃: 10:00가격 : 예약시 확인가능숙소문의: 에어비앤비 예약 기타: 현재 보수 및 공사 중으로 잠시 예약을 안받으신다고 합니다 :) 오픈하면 빨리 예약하시는 걸 추천드립니다.—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷밀양으로 떠날 계획이라면 #감성비앤비_밀양사진출처: @so__hyeon @8g._.na @mamedreo#밀양여행 #달하우스 #구름자리 #밀양여행지 #밀양숙소 #경남여행 #경남여행지 #밀양맛집추천 #밀양카페추천 #커플여행 #가족여행 #여름휴가지",2021-06-23,775,"['#밀양_달하우스경남', '#감성비앤비🏷밀양으로', '#감성비앤비_밀양사진출처:', '#밀양여행', '#달하우스', '#구름자리', '#밀양여행지', '#밀양숙소', '#경남여행', '#경남여행지', '#밀양맛집추천', '#밀양카페추천', '#커플여행', '#가족여행', '#여름휴가지']",달하우스,1,
51,"#제주_두모가제주 서쪽 작은 바다마을 두모리에 위치하고 있는 '두모가''두모가'는 개별 수영장이 준비된 프라이빗한 두채의 독채하우스로, 안거리와 밖거리로 나누어져있습니다. 안거리는 제주 돌담이 감성적으로 느껴지는 넓은 액차창과 깔끔하고 아늑한 분위기의 메인침실이 있습니다. 단정한 침구가 준비되어있으며, 온돌방도 있습니다. 거실엔 사다리를 타고 올라갈 수 있는 공간이 있으며 우드와 화이트 인테리어로 감성적인 느낌을 더할 수 있는 공간입니다. 밖거리는 높은 층고와 시원하게 트여있는 큰 창이 매력적인 곳으로, 돌담이 둘러쌓인 프라이빗한 공간입니다. 2층 침실에서는 바다와 일몰이 보이고, 어떤 날에도 아름다운 모습을 볼 수 있는 아늑하고 따뜻한 감성의 공간입니다. 욕실에는 벽돌욕조도 있어,숙소를 온전히 즐기실 수 있습니다. 숙소 앞에서 2분만 걸으면 바다를 볼 수 있고, 긴 산책길이 있어서 진정한 여유의 시간을 만날 수 있습니다. 제주에 와서 편안한 휴식과 아늑한 분위기를 느끼고싶은 분들께 추천드립니다 :)✔️ 연박시 할인가능————————————————두모가위치: 제주특별자치도 제주시 한경면 두모3길 24-4체크인 : 16:00 체크아웃: 11:00가격 : 250,000원 (비수기 밖거리 2인기준)숙소문의: @dumoga2017기타:  독채풀빌라—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷제주로 떠날 계획이라면 #감성비앤비_제주사진출처: @nulshop @ujinyoung @aa_rang @dakyomi_ @ddung_.a._ @__anna__shim @valer0517 @ilsang14 @chaenn_y#제주숙소 #제주숙소추천 #제주감성숙소 #제주서쪽숙소 #제주풀빌라 #제주수영장숙소 #한경면숙소 #두모리숙소 #제주가족숙소 #제주커플숙소 #두모가",2021-06-18,286,"['#제주_두모가제주', '#감성비앤비🏷제주로', '#감성비앤비_제주사진출처:', '#제주숙소', '#제주숙소추천', '#제주감성숙소', '#제주서쪽숙소', '#제주풀빌라', '#제주수영장숙소', '#한경면숙소', '#두모리숙소', '#제주가족숙소', '#제주커플숙소', '#두모가']",두모가,1,제주특별자치도 제주시 한경면 두모3길 24-4 두모가
52,"#제주_루나블루스제주도의 조용하고 아름다운 유수암마을에 위치한 감성적인 독채펜션 '루나블루스''루나블루스'는 제주 서쪽에 위치한, 아름다운 숲속 놀이터같은 독채펜션입니다. 21년 4월에 오픈한 신상숙소로, 자연소재의 가구와 패브릭이 배치되어있어 편히 지낼 수 있는 공간입니다. 숙소의 포인트는 2층 다락방의 커다란 유리천장입니다. 밤이되면 쏟아지는 별 빛 아래 누워 별을 보며 힐링할 수 있고, 커다란 스크린으로 영화도 감상할 수 있습니다. 낮에는 쏟아지는 햇살 아래에서 새소리를 들을 수도 있습니다. 그리고 2층 베란다의 의자에 앉아 팽나무로 둘러쌓인 숲의 기운도 느낄 수 있습니다. 일주일 이상 예약하면 할인율을 적용해주신다고 하니, 제주도에서 오래 여행하실 분들에게도 추천드려요 :) 제주도에서 낮에는 새소리, 밤에는 별을 보며 힐링할 수 있는 독채숙소 📍 웰컴밀키트(돗멘, 딱새우멘, 흑돼지육포에일맥주2개 : 총 2만원)어메니티 몰튼브라운,오설록 티백 제공 📍이벤트 : 고흐 작품 500피스 퍼즐 맞추고 인스타 해시태그 올려주시면 스타벅스 커피2잔+디저트 1개쿠폰을 주신다고 합니다! ————————————————루나블루스위치: 제주시 애월읍 유수암리 892-1 #109체크인 : 16:00 체크아웃: 12:00가격 : 230,000원 (평수기 기준/ 기간별 가격상이/ 연박이상 예약가능숙소문의: @luuna_blues 예약가능링크 : 숙소 프로필 링크에서 확인가능기타: 웰컴밀키트,어메니티(몰튼브라운)—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷제주로 떠날 계획이라면 #감성비앤비_제주사진출처: @luuna_blues #제주숙소 #제주숙소추천 #제주감성숙소 #제주서쪽숙소 #제주애월숙소 #애월숙소추천 #유수암마을 #제주한림숙소 #제주독채숙소 #제주복층숙소 #루나블루스 #홍보",2021-06-13,426,"['#제주_루나블루스제주도의', '#109체크인', '#감성비앤비🏷제주로', '#감성비앤비_제주사진출처:', '#제주숙소', '#제주숙소추천', '#제주감성숙소', '#제주서쪽숙소', '#제주애월숙소', '#애월숙소추천', '#유수암마을', '#제주한림숙소', '#제주독채숙소', '#제주복층숙소', '#루나블루스', '#홍보']",루나블루스,1,
53,"#태안_희나펜션충남 태안에 위치한 자연 속 오션뷰 독채숙소 '희나펜션'밀물과 썰물에 따라 탁 트인 푸른 서해 바다와 갯벌을 만나실 수 있는 곳으로 하루에 오직 한 팀만을 위한 프라이빗한 공간입니다. 최대 12인까지 입실 가능하여 친구들과 우정여행 또는 가족여행으로 적합하며 특히 아이들이 즐길거리가 많아 아이와 함께하는 가족여행에 정말 좋은 곳입니다.개방감이 느껴지는 거실과 주방, 침실 2개와 다락방으로 구성되어있으며, 멋진 오션뷰가 눈 앞에 펼쳐진 넓은 정원과 테라스 데크에서 아름다운 노을과 함께 바베큐를 즐기실 수 있는 곳입니다.프라이빗비치로 자유롭게 누릴 수 있는 바다로 희나펜션 전용 길을 통해 1분만에 내려가실 수 있으며, 바닷물이 빠지면 갯벌체험을, 여름에는 바다 수영도 하실 수 있어 머무는 시간동안 다양한 활동을 편하게 하실 수 있습니다.또한 아이들이 마음껏 뛰어놀 수 있는 넓은 잔디마당에 에어바운스, 모래놀이터, 간이수영장, 미끄럼틀, 장난감이 모두 준비되어있어 자연 속에서 아이들에게 특별한 하루를 선물해줄 수 있는 곳입니다.갯벌체험을 할 수 있는 서해 바다를 한 눈에 담을 수 있는 곳————————————————위치: 충남 태안군 원북면 나루터길 338-6체크인: 15:00체크아웃: 11:00가격: 300000원 (날짜별 상이)숙소문의: @heena_pension—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷태안으로 떠날 계획이라면 #감성비앤비_태안사진출처: @heena_pension#홍보 #태안숙소 #태안여행 #태안펜션 #태안독채펜션 #갯벌체험펜션 #태안에어비앤비 #안면도펜션 #안면도독채펜션 #독채펜션 #가족펜션 #태안가족여행 #키즈펜션 #키즈펜션추천 #가족펜션추천 #오션뷰펜션 #에어비앤비 #충남여행 #충남펜션 #충남숙소 #희나펜션",2021-06-10,431,"['#태안_희나펜션충남', '#감성비앤비🏷태안으로', '#감성비앤비_태안사진출처:', '#홍보', '#태안숙소', '#태안여행', '#태안펜션', '#태안독채펜션', '#갯벌체험펜션', '#태안에어비앤비', '#안면도펜션', '#안면도독채펜션', '#독채펜션', '#가족펜션', '#태안가족여행', '#키즈펜션', '#키즈펜션추천', '#가족펜션추천', '#오션뷰펜션', '#에어비앤비', '#충남여행', '#충남펜션', '#충남숙소', '#희나펜션']",희나펜션,1,충청남도 태안군 원북면 나루터길 338-6
54,"#경주_서휴재경주와 포항 사이에 위치하고있는 한옥독채펜션 '서휴재'400평 규모의 한옥을 하루에 한 팀만이 프라이빗하게 이용하실 수 있는 곳입니다. 우리나라 전통 한옥의 멋을 고스란히 간직하면서 현대적 요소가 더해진 공간으로 아름다운 한옥의 정취를 느끼실 수 있는 곳입니다.온돌방과 침대방으로 이루어진 3개의 방과 화장실 2개, 다락방이 있으며 마음껏 뛰어놀 수 있는 넓은 마당에는 바베큐를 하실 수 있는 공간과 도란도란 둘러앉아 맛있는 음식을 드시며 이야기를 나눌 수 있는 가제보가 준비되어있고 귀여운 파라솔과 선베드가 있는 야외수영장도 있어 아이와 함께, 친구들과 함께 오셔서 특별한 추억을 쌓으실 수 있습니다.반려견 동반 입실이 가능하고, 부모님 생신상 옵션도 가능하기 때문에 효도여행으로도 추천드립니다.4인 기준이며 최대 20명까지 수용가능한 매우 넓은 한옥숙소입니다. (인원수 추가요금 있습니다) 경주 황리단길과 포항 구룡포해안도로가 30분내외 거리에 위치하고있어 경주와 포항여행을 하시기 좋습니다. 조용한 곳에서 걱정없이 안전하게 힐링하실 수 있는 곳입니다.한옥의 멋과 전통이 느껴지는 곳에서 뛰어놀고 물놀이하며 편안한 하루를 보낼 수 있는 곳————————————————서휴재위치: 경주시 강동면 부조중명길362-43체크인: 15:00체크아웃: 11:00가격: 홈페이지에서 확인가능숙소문의: @kj.hanok기타: 수영장, 반려견 동반가능(소형견)—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷경주로 떠날 계획이라면 #감성비앤비_경주사진출처: @kj.hanok#홍보 #경주숙소 #경주독채숙소 #경주독채펜션 #경주한옥펜션 #경주펜션 #경주펜션추천 #한옥숙소 #한옥펜션 #경주감성숙소 #감성숙소 #감성숙소추천 #경주숙소추천 #경주여행 #경주가족여행 #가족펜션 #가족여행펜션 #경주수영장숙소 #경주수영장펜션 #서휴재",2021-06-08,706,"['#경주_서휴재경주와', '#감성비앤비🏷경주로', '#감성비앤비_경주사진출처:', '#홍보', '#경주숙소', '#경주독채숙소', '#경주독채펜션', '#경주한옥펜션', '#경주펜션', '#경주펜션추천', '#한옥숙소', '#한옥펜션', '#경주감성숙소', '#감성숙소', '#감성숙소추천', '#경주숙소추천', '#경주여행', '#경주가족여행', '#가족펜션', '#가족여행펜션', '#경주수영장숙소', '#경주수영장펜션', '#서휴재']",서휴재,1,경상북도 경주시 강동면 부조중명길 362-43 서휴재
